ID,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm
1777,product-30218,2,38,68,55,28,56,87,94,61
1778,product-30217,2,38,68,53,28,56,87,94,61
1779,product-62661,2,38,42,40,33,14,87,94,61
1780,product-61961,2,38,61,32,33,76,87,94,60
1781,product-62116,2,38,53,22,25,76,87,94,61
1782,product-21668,2,38,60,15,26,94,87,94,61
1783,product-30153,2,38,43,17,23,32,87,94,61
1784,product-125672,2,38,55,26,22,19,87,94,61
1785,product-62960,2,38,53,21,24,76,87,94,61
1786,product-312702,2,38,59,18,15,10,87,94,61
1787,product-123178,2,38,68,27,25,82,87,94,60
1788,product-69576,2,38,57,30,32,62,87,94,61
1789,product-67376,2,38,54,11,24,66,87,94,61
1790,product-312984,2,38,63,0,22,30,87,94,60
1791,product-123206,2,38,67,29,24,66,87,94,60
1792,product-69393,2,38,54,2,22,55,87,94,61
1793,product-122574,2,38,64,5,22,58,87,94,60
1794,product-122797,2,38,64,7,22,59,87,94,60
1795,product-69119,2,38,53,14,23,68,87,94,61
1796,product-123405,2,38,67,29,24,67,87,94,60
1797,product-123832,2,38,64,4,23,58,87,94,60
1798,product-123431,2,38,64,21,22,53,87,94,60
1799,product-314998,2,38,59,11,24,8,87,94,61
1800,product-123634,2,38,64,17,22,54,87,94,61
1801,product-220750,2,38,56,22,32,22,87,94,61
1802,product-66439,2,38,57,41,32,77,87,94,61
1803,product-203138,2,38,54,5,23,29,87,94,61
1804,product-129258,2,38,63,30,28,52,87,94,60
1805,product-203411,2,38,55,11,23,18,87,94,60
1806,product-31336,2,38,43,13,24,33,87,94,61
1807,product-203184,2,38,58,36,33,39,87,94,61
1808,product-336326,2,38,66,15,22,18,87,94,61
1809,product-54064,2,38,46,2,22,44,87,94,61
1810,product-129000,2,38,63,14,24,61,87,94,60
1811,product-205376,2,38,55,0,22,17,87,94,61
1812,product-55254,2,38,53,4,22,52,87,94,60
1813,product-55253,2,38,53,3,22,51,87,94,61
1814,product-128752,2,38,68,30,26,82,87,94,60
1815,product-128753,2,38,68,28,26,81,87,94,60
1816,product-199180,2,38,54,3,22,18,87,94,60
1817,product-31657,2,38,70,45,31,53,87,94,61
1818,product-198117,2,38,54,3,22,19,87,94,61
1819,product-338286,2,38,57,2,22,2,87,94,60
1820,product-337138,2,38,59,14,25,10,87,94,60
1821,product-53674,2,38,43,4,21,27,87,94,61
1822,product-53080,2,38,53,13,23,55,87,94,61
1823,product-324690,2,38,58,17,28,7,87,94,61
1824,product-59574,2,38,60,27,30,74,87,94,60
1825,product-326523,2,38,62,28,24,18,87,94,61
1826,product-58692,2,38,47,24,32,42,87,94,60
1827,product-12188,2,38,55,23,22,88,87,94,61
1828,product-59716,2,38,39,23,31,15,87,94,61
1829,product-30411,2,38,42,6,24,27,87,94,61
1830,product-126308,2,38,70,43,40,68,87,94,60
1831,product-61355,2,38,60,67,32,83,87,94,60
1832,product-323378,2,38,61,31,29,15,87,94,60
1833,product-212724,2,38,57,19,30,29,87,94,61
1834,product-12038,2,38,55,5,24,81,87,94,61
1835,product-127953,2,38,68,31,26,81,87,94,60
1836,product-127954,2,38,68,29,26,81,87,94,60
1837,product-12476,2,38,34,13,25,10,87,94,61
1838,product-127902,2,38,69,44,30,65,87,94,61
1839,product-329160,2,38,56,14,17,18,87,94,60
1840,product-128166,2,38,68,31,26,81,87,94,60
1841,product-55882,2,38,53,19,23,57,87,94,60
1842,product-128167,2,38,68,29,26,81,87,94,60
1843,product-205732,2,38,59,31,23,47,87,94,61
1844,product-128119,2,38,69,49,29,66,87,94,61
1845,product-128080,2,38,55,3,22,17,87,94,61
1846,product-128081,2,38,55,5,22,17,87,94,60
1847,product-31029,2,38,54,20,29,63,87,94,61
1848,product-205995,2,38,56,10,26,29,87,94,60
1849,product-58090,2,38,58,22,27,39,87,94,61
1850,product-57889,2,38,56,0,22,43,87,94,60
1851,product-127514,2,38,68,31,27,81,87,94,60
1852,product-127513,2,38,68,33,27,81,87,94,61
1853,product-127445,2,38,54,8,22,11,87,94,60
1854,product-127511,2,38,68,37,27,82,87,94,60
1855,product-57556,2,38,52,41,34,50,87,94,60
1856,product-127733,2,38,68,34,27,81,87,94,60
1857,product-127734,2,38,68,32,27,81,87,94,60
1858,product-127735,2,38,68,30,27,81,87,94,60
1859,product-229097,2,38,63,38,30,31,87,94,61
1860,product-254194,2,38,35,16,26,18,87,94,60
1861,product-105308,2,38,59,35,32,62,87,94,60
1862,product-280663,2,38,76,32,26,16,87,94,60
1863,product-252663,2,38,66,87,38,42,87,94,60
1864,product-253611,2,38,66,90,61,42,87,94,61
1865,product-280173,2,38,76,33,26,15,87,94,60
1866,product-104052,2,38,65,30,29,76,87,94,60
1867,product-90273,2,38,52,4,21,66,87,94,60
1868,product-89656,2,38,43,39,36,15,87,94,61
1869,product-104300,2,38,60,30,26,64,87,94,61
1870,product-86126,2,38,42,5,22,13,87,94,61
1871,product-27570,2,38,58,60,36,84,87,94,61
1872,product-246842,2,38,42,17,24,30,87,94,60
1873,product-282343,2,38,47,2,22,28,87,94,60
1874,product-250800,2,38,41,0,22,23,87,94,61
1875,product-106822,2,38,56,2,23,76,87,94,61
1876,product-263862,2,38,58,63,52,40,87,94,60
1877,product-7431,2,38,57,26,33,61,87,94,61
1878,product-271703,2,38,74,41,28,13,87,94,60
1879,product-100864,2,38,58,0,22,60,87,94,61
1880,product-100865,2,38,58,2,22,60,87,94,60
1881,product-273746,2,38,55,51,44,34,87,94,60
1882,product-95766,2,38,45,26,23,25,87,94,61
1883,product-101092,2,38,62,22,33,68,87,94,61
1884,product-96475,2,38,49,26,31,30,87,94,61
1885,product-100624,2,38,58,0,22,60,87,94,61
1886,product-7373,2,38,58,41,30,77,87,94,61
1887,product-268084,2,38,77,65,48,17,87,94,61
1888,product-99031,2,38,44,0,22,26,87,94,60
1889,product-269264,2,38,68,29,31,11,87,94,61
1890,product-98212,2,38,57,19,30,51,87,94,61
1891,product-97662,2,38,61,4,23,69,87,94,61
1892,product-97616,2,38,54,2,23,80,87,94,60
1893,product-264964,2,38,66,5,22,30,87,94,61
1894,product-97790,2,38,46,11,22,29,87,94,61
1895,product-101115,2,38,58,2,22,60,87,94,60
1896,product-92514,2,38,57,23,28,56,87,94,60
1897,product-102907,2,38,55,23,24,69,87,94,60
1898,product-257528,2,38,75,2,22,39,87,94,61
1899,product-25640,2,38,61,47,27,88,87,94,61
1900,product-257290,2,38,35,39,26,13,87,94,60
1901,product-257043,2,38,75,3,22,38,87,94,61
1902,product-25791,2,38,68,28,28,63,87,94,61
1903,product-258788,2,38,35,38,24,15,87,94,61
1904,product-115515,2,38,56,2,22,35,87,94,61
1905,product-115516,2,38,56,0,22,34,87,94,60
1906,product-76085,2,38,67,38,30,39,87,94,61
1907,product-76275,2,38,65,16,24,47,87,94,61
1908,product-23735,2,38,55,32,39,70,87,94,61
1909,product-114945,2,38,56,2,22,35,87,94,60
1910,product-114948,2,38,56,3,22,34,87,94,60
1911,product-114760,2,38,56,4,22,35,87,94,60
1912,product-237265,2,38,40,32,38,10,87,94,61
1913,product-115328,2,38,56,2,22,35,87,94,60
1914,product-78197,2,38,68,42,33,39,87,94,60
1915,product-115137,2,38,56,2,22,34,87,94,60
1916,product-120240,2,38,60,13,23,41,87,94,60
1917,product-23174,2,38,48,15,25,47,87,94,61
1918,product-120814,2,38,59,14,22,40,87,94,60
1919,product-306929,2,38,63,8,23,11,87,94,61
1920,product-23363,2,38,62,39,20,89,87,94,61
1921,product-10429,2,38,37,8,22,4,87,94,61
1922,product-74455,2,38,65,16,25,44,87,94,61
1923,product-74674,2,38,67,45,30,38,87,94,61
1924,product-28865,2,38,43,17,22,28,87,94,61
1925,product-291417,2,38,68,36,32,33,87,94,61
1926,product-111201,2,38,57,0,22,76,87,94,60
1927,product-82935,2,38,34,19,24,4,87,94,60
1928,product-27725,2,38,43,16,23,29,87,94,61
1929,product-245893,2,38,67,35,24,15,87,94,61
1930,product-113280,2,38,56,21,23,35,87,94,61
1931,product-24036,2,38,55,32,38,70,87,94,61
1932,product-28292,2,38,43,15,22,28,87,94,61
1933,product-114590,2,38,56,6,22,35,87,94,60
1934,product-114753,2,38,56,6,22,38,87,94,60
1935,product-242962,2,38,39,0,22,20,87,94,61
1936,product-242680,2,38,68,58,26,17,87,94,61
1937,product-294777,2,38,45,2,22,12,87,94,60
1938,product-24172,2,38,67,18,25,64,87,94,60
1939,product-37505,2,38,57,45,31,76,87,94,61
1940,product-14861,2,38,62,12,23,97,87,94,61
1941,product-168860,2,38,59,22,29,16,87,94,61
1942,product-49448,2,38,57,11,24,71,87,94,61
1943,product-162081,2,38,76,14,23,35,87,94,60
1944,product-49427,2,38,59,49,28,80,87,94,60
1945,product-140205,2,38,60,37,24,24,87,94,60
1946,product-37717,2,38,57,67,27,80,87,94,60
1947,product-186741,2,38,52,11,23,26,87,94,61
1948,product-48951,2,38,59,47,29,79,87,94,60
1949,product-38791,2,38,55,24,29,58,87,94,60
1950,product-17913,2,38,63,0,22,96,87,94,60
1951,product-49184,2,38,59,52,29,81,87,94,60
1952,product-15403,2,38,66,20,26,86,87,94,61
1953,product-169512,2,38,60,24,30,13,87,94,61
1954,product-15401,2,38,66,24,25,86,87,94,61
1955,product-362780,2,38,64,7,23,9,87,94,61
1956,product-41517,2,38,54,15,25,54,87,94,60
1957,product-14972,2,38,45,13,25,38,87,94,61
1958,product-41413,2,38,66,32,24,54,87,94,61
1959,product-49632,2,38,62,10,24,45,87,94,61
1960,product-45875,2,38,55,12,25,60,87,94,61
1961,product-18809,2,38,52,38,35,57,87,94,61
1962,product-15645,2,38,59,2,23,92,87,94,60
1963,product-520,2,38,44,4,21,19,87,94,61
1964,product-2021,2,38,24,30,27,19,87,94,60
1965,product-48085,2,38,48,9,23,35,87,94,61
1966,product-38275,2,38,67,3,22,57,87,94,61
1967,product-38271,2,38,67,2,22,57,87,94,60
1968,product-38351,2,38,57,45,25,78,87,94,61
1969,product-183236,2,38,26,13,32,14,87,94,61
1970,product-376660,2,38,66,9,23,62,87,94,61
1971,product-363168,2,38,64,5,23,9,87,94,61
1972,product-142395,2,38,71,32,25,85,87,94,60
1973,product-38489,2,38,67,3,22,56,87,94,61
1974,product-148554,2,38,47,4,24,21,87,94,61
1975,product-34143,2,38,56,38,31,77,87,94,61
1976,product-352715,2,38,74,47,50,17,87,94,60
1977,product-48743,2,38,57,18,24,66,87,94,61
1978,product-33037,2,38,56,30,30,68,87,94,61
1979,product-33019,2,38,59,50,37,74,87,94,61
1980,product-14825,2,38,39,21,24,17,87,94,61
1981,product-147812,2,38,70,0,22,85,87,94,61
1982,product-133595,2,38,58,2,22,46,87,94,60
1983,product-37931,2,38,57,69,27,81,87,94,60
1984,product-364602,2,38,68,3,22,4,87,94,61
1985,product-389603,2,38,36,13,26,15,87,94,60
1986,product-45179,2,38,56,21,25,71,87,94,60
1987,product-133769,2,38,58,2,22,47,87,94,60
1988,product-17279,2,38,51,33,36,53,87,94,60
1989,product-164187,2,38,55,13,23,25,87,94,61
1990,product-16975,2,38,61,6,22,96,87,94,61
1991,product-139275,2,38,69,25,25,77,87,94,61
1992,product-34666,2,38,56,35,30,72,87,94,61
1993,product-13623,2,38,46,31,28,39,87,94,61
1994,product-39942,2,38,56,20,26,64,87,94,61
1995,product-51665,2,38,52,0,22,60,87,94,60
1996,product-144507,2,38,68,0,22,74,87,94,60
1997,product-158630,2,38,47,0,22,8,87,94,60
1998,product-43040,2,38,67,18,25,50,87,94,61
1999,product-43039,2,38,67,20,24,50,87,94,61
2000,product-345215,2,38,49,3,22,17,87,94,61
2001,product-144739,2,38,60,27,28,18,87,94,60
2002,product-51510,2,38,46,8,23,38,87,94,60
2003,product-134950,2,38,65,2,22,66,87,94,61
2004,product-15103,2,38,53,11,28,70,87,94,60
2005,product-17549,2,38,47,19,29,42,87,94,61
2006,product-145336,2,38,70,2,22,87,87,94,61
2007,product-25,2,38,48,15,26,52,87,94,61
2008,product-135396,2,38,56,44,29,12,87,94,60
2009,product-17571,2,38,43,24,27,30,87,94,61
2010,product-155446,2,38,59,34,39,27,87,94,61
2011,product-135224,2,38,56,43,30,12,87,94,60
2012,product-397748,2,38,39,17,26,25,87,94,60
2013,product-51810,2,38,53,13,22,58,87,94,61
2014,product-16670,2,38,43,11,25,27,87,94,61
2015,product-51924,2,38,46,8,23,38,87,94,61
2016,product-145123,2,38,72,18,29,82,87,94,60
2017,product-398387,2,38,28,2,21,24,87,94,60
2018,product-36565,2,38,57,45,31,75,87,94,61
2019,product-50262,2,38,52,11,25,52,87,94,60
2020,product-50765,2,38,53,11,24,57,87,94,60
2021,product-378466,2,38,80,5,22,27,87,94,61
2022,product-32057,2,38,58,56,45,80,87,94,61
2023,product-36334,2,38,57,47,32,75,87,94,61
2024,product-46031,2,38,47,28,22,29,87,94,61
2025,product-13801,2,38,47,26,35,44,87,94,60
2026,product-39359,2,38,58,52,28,80,87,94,60
2027,product-18019,2,38,50,31,30,48,87,94,60
2028,product-50527,2,38,51,6,23,50,87,94,60
2029,product-360600,2,38,67,13,22,11,87,94,60
2030,product-50071,2,38,46,24,24,31,87,94,61
2031,product-176070,2,38,53,26,33,32,87,94,61
2032,product-51064,2,38,46,0,22,36,87,94,61
2033,product-35858,2,38,58,79,35,80,87,94,61
2034,product-132760,2,38,67,4,22,69,87,94,60
2035,product-139582,2,38,71,22,24,70,87,94,61
2036,product-358707,2,38,69,20,26,15,87,94,61
2037,product-218326,2,41,60,37,33,36,87,94,61
2038,product-71583,2,41,56,22,35,58,87,94,61
2039,product-29896,2,41,42,13,24,29,87,94,61
2040,product-121950,2,41,59,4,22,41,87,94,61
2041,product-313835,2,41,59,15,21,10,87,94,61
2042,product-54241,2,41,53,2,22,64,87,94,61
2043,product-20529,2,41,48,10,24,49,87,94,61
2044,product-54917,2,41,52,37,25,54,87,94,61
2045,product-198895,2,41,58,42,37,36,87,94,61
2046,product-52335,2,41,46,12,23,39,87,94,61
2047,product-197767,2,41,54,6,22,19,87,94,61
2048,product-202251,2,41,58,38,35,37,87,94,61
2049,product-210949,2,41,34,20,32,16,87,94,61
2050,product-209705,2,41,59,11,24,43,87,94,61
2051,product-322995,2,41,61,0,22,15,87,94,61
2052,product-127952,2,41,68,33,27,82,87,94,61
2053,product-57775,2,41,52,27,30,54,87,94,61
2054,product-127681,2,41,69,40,30,65,87,94,61
2055,product-100442,2,41,51,24,27,42,87,94,61
2056,product-96520,2,41,41,16,25,17,87,94,61
2057,product-7390,2,41,53,14,22,57,87,94,61
2058,product-265400,2,41,59,76,53,39,87,94,61
2059,product-265396,2,41,59,80,53,39,87,94,61
2060,product-276008,2,41,36,0,22,24,87,94,61
2061,product-234877,2,41,64,39,30,23,87,94,61
2062,product-77363,2,41,48,34,34,25,87,94,61
2063,product-77305,2,41,45,0,22,54,87,94,61
2064,product-233228,2,41,60,24,20,36,87,94,61
2065,product-114947,2,41,56,2,22,35,87,94,61
2066,product-114761,2,41,56,5,22,34,87,94,61
2067,product-236202,2,41,91,70,77,37,87,94,61
2068,product-29123,2,41,43,11,23,33,87,94,61
2069,product-5004,2,41,35,34,24,16,87,94,61
2070,product-10342,2,41,32,0,22,8,87,94,61
2071,product-292870,2,41,58,2,22,44,87,94,61
2072,product-84279,2,41,42,2,22,10,87,94,61
2073,product-84256,2,41,44,2,22,24,87,94,61
2074,product-113872,2,41,56,15,23,35,87,94,61
2075,product-294534,2,41,44,29,25,15,87,94,61
2076,product-135806,2,41,68,2,22,83,87,94,61
2077,product-44552,2,41,55,29,28,55,87,94,61
2078,product-393181,2,41,42,0,22,31,87,94,61
2079,product-160687,2,41,56,21,29,24,87,94,61
2080,product-17795,2,41,47,15,29,41,87,94,61
2081,product-388432,2,41,33,0,22,20,87,94,61
2082,product-47885,2,41,34,14,22,9,87,94,61
2083,product-42692,2,41,49,16,27,28,87,94,61
2084,product-194996,2,41,68,2,22,48,87,94,61
2085,product-176,2,41,34,23,29,3,87,94,61
2086,product-43217,2,41,40,16,24,17,87,94,61
2087,product-317451,2,42,64,17,24,18,87,94,61
2088,product-124691,2,42,59,27,30,32,87,94,61
2089,product-29747,2,42,57,41,33,80,87,94,61
2090,product-313615,2,42,70,22,31,41,87,94,61
2091,product-202485,2,42,55,11,23,17,87,94,61
2092,product-202800,2,42,55,13,23,18,87,94,61
2093,product-54016,2,42,53,5,23,64,87,94,61
2094,product-52755,2,42,46,13,23,39,87,94,61
2095,product-209704,2,42,59,12,22,43,87,94,61
2096,product-20860,2,42,44,15,26,33,87,94,61
2097,product-30847,2,42,43,6,23,34,87,94,61
2098,product-25229,2,42,43,15,27,35,87,94,61
2099,product-252794,2,42,67,9,23,38,87,94,61
2100,product-253189,2,42,37,2,22,29,87,94,61
2101,product-6944,2,42,27,8,23,0,87,94,61
2102,product-85392,2,42,52,0,22,66,87,94,61
2103,product-27445,2,42,43,9,23,28,87,94,61
2104,product-8763,2,42,60,11,22,33,87,94,61
2105,product-24946,2,42,43,18,27,35,87,94,61
2106,product-264451,2,42,66,3,22,30,87,94,61
2107,product-97661,2,42,61,2,23,69,87,94,61
2108,product-97760,2,42,50,18,29,34,87,94,61
2109,product-101250,2,42,55,5,22,66,87,94,61
2110,product-302249,2,42,65,25,39,30,87,94,61
2111,product-232108,2,42,63,36,27,25,87,94,61
2112,product-244045,2,42,67,54,25,15,87,94,61
2113,product-83918,2,42,53,24,29,41,87,94,61
2114,product-297056,2,42,60,5,23,41,87,94,61
2115,product-79789,2,42,54,23,32,41,87,94,61
2116,product-82204,2,42,46,13,26,25,87,94,61
2117,product-81565,2,42,51,32,31,32,87,94,61
2118,product-49086,2,42,46,24,26,30,87,94,61
2119,product-47528,2,42,54,32,30,48,87,94,61
2120,product-362716,2,42,76,60,47,14,87,94,61
2121,product-14744,2,42,46,2,22,58,87,94,61
2122,product-352013,2,42,71,41,34,7,87,94,61
2123,product-13673,2,42,40,22,25,18,87,94,61
2124,product-342759,2,42,68,18,27,7,87,94,61
2125,product-46039,2,42,46,17,26,27,87,94,61
2126,product-358706,2,42,69,19,27,15,87,94,61
2127,product-383735,2,42,65,0,22,28,87,94,61
2128,product-143998,2,42,68,7,22,73,87,94,61
2129,product-316138,2,45,63,25,29,9,86,94,61
2130,product-218313,2,45,61,27,26,42,86,94,61
2131,product-70205,2,45,54,3,22,54,86,94,61
2132,product-221511,2,45,58,19,27,28,86,94,61
2133,product-310104,2,45,62,0,22,14,86,94,61
2134,product-121754,2,45,59,6,23,41,86,94,61
2135,product-29390,2,45,42,17,24,28,86,94,61
2136,product-221107,2,45,61,19,25,39,86,94,61
2137,product-123429,2,45,64,17,22,54,86,94,61
2138,product-203110,2,45,55,10,23,17,86,94,61
2139,product-202874,2,45,58,37,33,39,86,94,61
2140,product-54112,2,45,42,12,22,24,86,94,61
2141,product-203242,2,45,32,24,28,0,86,94,61
2142,product-204572,2,45,55,2,23,17,86,94,61
2143,product-334368,2,45,68,4,24,14,86,94,61
2144,product-333899,2,45,59,14,20,30,86,94,61
2145,product-199542,2,45,54,2,22,18,86,94,61
2146,product-202070,2,45,31,24,28,10,86,94,61
2147,product-339075,2,45,64,50,16,8,86,94,61
2148,product-324211,2,45,69,33,31,42,86,94,61
2149,product-213806,2,45,59,12,24,14,86,94,61
2150,product-56994,2,45,53,9,22,58,86,94,61
2151,product-25228,2,45,43,17,27,35,86,94,61
2152,product-277144,2,45,64,9,25,21,86,94,61
2153,product-85093,2,45,34,15,22,7,86,94,61
2154,product-251113,2,45,68,4,22,41,86,94,61
2155,product-251613,2,45,63,11,22,19,86,94,61
2156,product-24947,2,45,43,17,28,35,86,94,61
2157,product-269273,2,45,69,40,31,9,86,94,61
2158,product-265399,2,45,59,77,53,39,86,94,61
2159,product-258023,2,45,75,0,22,39,86,94,61
2160,product-298404,2,45,72,2,22,41,86,94,61
2161,product-28592,2,45,43,12,22,21,86,94,61
2162,product-120788,2,45,64,18,26,58,86,94,61
2163,product-230331,2,45,60,14,22,33,86,94,61
2164,product-244229,2,45,53,49,58,11,86,94,61
2165,product-244042,2,45,68,51,26,16,86,94,61
2166,product-243931,2,45,53,52,58,10,86,94,61
2167,product-243729,2,45,68,49,26,17,86,94,61
2168,product-9663,2,45,30,0,22,21,86,94,61
2169,product-294793,2,45,44,29,24,14,86,94,61
2170,product-293972,2,45,65,2,22,7,86,94,61
2171,product-81955,2,45,43,15,23,11,86,94,61
2172,product-187490,2,45,54,6,24,17,86,94,61
2173,product-133561,2,45,66,20,24,61,86,94,61
2174,product-348146,2,45,76,17,27,8,86,94,61
2175,product-178666,2,45,71,24,35,49,86,94,61
2176,product-376776,2,45,71,4,22,20,86,94,61
2177,product-48031,2,45,53,34,21,54,86,94,61
2178,product-362345,2,45,76,61,48,17,86,94,61
2179,product-42827,2,45,54,15,25,52,86,94,61
2180,product-39624,2,45,53,24,30,47,86,94,61
2181,product-170315,2,45,51,16,30,20,86,94,61
2182,product-158372,2,45,57,40,31,28,86,94,61
2183,product-145503,2,45,72,15,22,79,86,94,61
2184,product-357658,2,45,65,12,24,12,86,94,61
2185,product-146408,2,45,68,2,22,72,86,94,61
2186,product-125674,2,47,55,24,22,18,87,94,61
2187,product-222013,2,47,62,45,28,36,87,94,61
2188,product-65195,2,47,45,28,28,24,87,94,61
2189,product-66519,2,47,47,12,24,29,87,94,61
2190,product-203112,2,47,55,14,22,18,87,94,61
2191,product-204921,2,47,64,34,32,3,87,94,61
2192,product-130738,2,47,66,15,25,81,87,94,61
2193,product-130349,2,47,67,20,25,75,87,94,61
2194,product-12187,2,47,55,24,21,88,87,94,61
2195,product-126497,2,47,70,44,40,68,87,94,61
2196,product-127903,2,47,69,46,30,66,87,94,61
2197,product-90593,2,47,58,13,25,61,87,94,61
2198,product-108240,2,47,62,11,23,74,87,94,61
2199,product-284802,2,47,75,74,57,19,87,94,61
2200,product-102651,2,47,44,12,21,21,87,94,61
2201,product-257442,2,47,60,9,23,22,87,94,61
2202,product-26878,2,47,43,0,22,26,87,94,61
2203,product-300038,2,47,61,38,45,31,87,94,61
2204,product-234468,2,47,64,52,30,25,87,94,61
2205,product-115329,2,47,56,0,22,35,87,94,61
2206,product-115136,2,47,56,0,22,35,87,94,61
2207,product-119969,2,47,53,6,22,17,87,94,61
2208,product-230351,2,47,62,16,24,35,87,94,61
2209,product-243698,2,47,63,9,23,25,87,94,61
2210,product-287214,2,47,60,29,33,42,87,94,61
2211,product-84546,2,47,42,0,22,10,87,94,61
2212,product-110416,2,47,64,24,28,79,87,94,61
2213,product-187854,2,47,54,9,24,18,87,94,61
2214,product-49012,2,47,53,26,27,54,87,94,61
2215,product-19129,2,47,46,14,24,37,87,94,61
2216,product-188798,2,47,56,2,22,26,87,94,61
2217,product-135986,2,47,68,2,22,83,87,94,61
2218,product-373739,2,47,71,50,21,25,87,94,61
2219,product-175076,2,47,11,2,21,6,87,94,61
2220,product-139035,2,47,71,28,24,71,87,94,61
2221,product-138661,2,47,71,29,28,72,87,94,61
2222,product-138846,2,47,71,29,28,71,87,94,61
2223,product-731,2,47,54,4,22,77,87,94,61
2224,product-43356,2,47,54,29,26,55,87,94,61
2225,product-139583,2,47,71,22,24,70,87,94,61
2226,product-22822,2,50,48,0,22,75,86,94,62
2227,product-218640,2,50,58,23,23,20,86,94,62
2228,product-64194,2,50,53,41,22,62,86,94,62
2229,product-11772,2,50,48,0,22,64,86,94,62
2230,product-307793,2,50,48,2,23,19,86,94,62
2231,product-125673,2,50,55,25,22,19,86,94,62
2232,product-318183,2,50,63,6,23,12,86,94,62
2233,product-318011,2,50,68,21,28,35,86,94,62
2234,product-216623,2,50,57,21,25,28,86,94,62
2235,product-310254,2,50,66,15,24,37,86,94,62
2236,product-69634,2,50,48,11,26,37,86,94,62
2237,product-29638,2,50,42,13,24,27,86,94,62
2238,product-123205,2,50,67,27,24,67,86,94,62
2239,product-122648,2,50,56,21,28,26,86,94,62
